instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7352,11/7/2011,4,0,11,22,0,1,1,1,0.36,0.36,0.81,0.09,6.00,102.00,108.00
7353,11/7/2011,4,0,11,23,0,1,1,1,0.36,0.36,0.87,0.09,1.00,47.00,48.00
7354,11/8/2011,4,0,11,0,0,2,1,1,0.34,0.35,0.87,0.09,0.00,18.00,18.00
7355,11/8/2011,4,0,11,1,0,2,1,1,0.32,0.33,0.93,0.10,3.00,8.00,11.00
7356,11/8/2011,4,0,11,2,0,2,1,1,0.32,0.35,0.87,0.00,0.00,1.00,1.00
7357,11/8/2011,4,0,11,3,0,2,1,1,0.32,0.35,0.87,0.00,0.00,3.00,3.00
7358,11/8/2011,4,0,11,4,0,2,1,1,0.30,0.33,0.87,0.00,0.00,4.00,4.00
7359,11/8/2011,4,0,11,5,0,2,1,1,0.30,0.32,0.87,0.09,1.00,17.00,18.00
7360,11/8/2011,4,0,11,6,0,2,1,1,0.30,0.33,0.87,0.00,3.00,96.00,99.00
7361,11/8/2011,4,0,11,7,0,2,1,1,0.30,0.32,0.87,0.10,7.00,316.00,323.00
7362,11/8/2011,4,0,11,8,0,2,1,1,0.32,0.33,0.93,0.10,11.00,455.00,466.00
7363,11/8/2011,4,0,11,9,0,2,1,1,0.36,0.38,0.87,0.00,14.00,177.00,191.00
7364,11/8/2011,4,0,11,10,0,2,1,1,0.42,0.42,0.71,0.09,25.00,104.00,129.00
7365,11/8/2011,4,0,11,11,0,2,1,1,0.46,0.45,0.63,0.13,21.00,126.00,147.00
7366,11/8/2011,4,0,11,12,0,2,1,1,0.52,0.50,0.52,0.13,28.00,175.00,203.00
7367,11/8/2011,4,0,11,13,0,2,1,1,0.54,0.52,0.49,0.16,31.00,165.00,196.00
7368,11/8/2011,4,0,11,14,0,2,1,1,0.56,0.53,0.46,0.10,32.00,129.00,161.00
7369,11/8/2011,4,0,11,15,0,2,1,1,0.58,0.55,0.46,0.10,33.00,155.00,188.00
7370,11/8/2011,4,0,11,16,0,2,1,1,0.56,0.53,0.46,0.13,39.00,250.00,289.00
7371,11/8/2011,4,0,11,17,0,2,1,1,0.52,0.50,0.43,0.16,40.00,459.00,499.00
7372,11/8/2011,4,0,11,18,0,2,1,1,0.48,0.47,0.55,0.13,30.00,432.00,462.00
7373,11/8/2011,4,0,11,19,0,2,1,1,0.46,0.45,0.59,0.00,14.00,264.00,278.00
7374,11/8/2011,4,0,11,20,0,2,1,1,0.40,0.41,0.76,0.00,12.00,169.00,181.00
7375,11/8/2011,4,0,11,21,0,2,1,1,0.40,0.41,0.76,0.00,16.00,166.00,182.00
7376,11/8/2011,4,0,11,22,0,2,1,1,0.36,0.38,0.87,0.00,13.00,95.00,108.00
7377,11/8/2011,4,0,11,23,0,2,1,1,0.36,0.38,0.81,0.00,3.00,45.00,48.00
7378,11/9/2011,4,0,11,0,0,3,1,1,0.36,0.38,0.87,0.00,0.00,13.00,13.00
7379,11/9/2011,4,0,11,1,0,3,1,1,0.34,0.36,0.87,0.00,0.00,10.00,10.00
7380,11/9/2011,4,0,11,2,0,3,1,1,0.32,0.35,0.93,0.00,0.00,5.00,5.00
7381,11/9/2011,4,0,11,3,0,3,1,1,0.32,0.35,0.93,0.00,0.00,4.00,4.00
7382,11/9/2011,4,0,11,4,0,3,1,1,0.32,0.35,0.87,0.00,0.00,4.00,4.00
7383,11/9/2011,4,0,11,5,0,3,1,1,0.30,0.33,0.87,0.00,0.00,28.00,28.00
7384,11/9/2011,4,0,11,6,0,3,1,1,0.30,0.33,0.87,0.00,0.00,98.00,98.00
7385,11/9/2011,4,0,11,7,0,3,1,1,0.30,0.33,0.87,0.00,0.00,300.00,300.00
7386,11/9/2011,4,0,11,8,0,3,1,1,0.32,0.35,0.93,0.00,19.00,437.00,456.00
7387,11/9/2011,4,0,11,9,0,3,1,1,0.34,0.36,0.93,0.00,22.00,197.00,219.00
7388,11/9/2011,4,0,11,10,0,3,1,1,0.40,0.41,0.76,0.10,16.00,89.00,105.00
7389,11/9/2011,4,0,11,11,0,3,1,1,0.46,0.45,0.67,0.16,21.00,131.00,152.00
7390,11/9/2011,4,0,11,12,0,3,1,1,0.50,0.48,0.51,0.16,24.00,156.00,180.00
7391,11/9/2011,4,0,11,13,0,3,1,1,0.50,0.48,0.51,0.16,31.00,136.00,167.00
7392,11/9/2011,4,0,11,14,0,3,1,1,0.52,0.50,0.48,0.16,26.00,153.00,179.00
7393,11/9/2011,4,0,11,15,0,3,1,1,0.52,0.50,0.45,0.22,21.00,130.00,151.00
7394,11/9/2011,4,0,11,16,0,3,1,1,0.52,0.50,0.48,0.19,24.00,257.00,281.00
7395,11/9/2011,4,0,11,17,0,3,1,1,0.46,0.45,0.63,0.10,27.00,458.00,485.00
7396,11/9/2011,4,0,11,18,0,3,1,1,0.44,0.44,0.67,0.10,21.00,387.00,408.00
7397,11/9/2011,4,0,11,19,0,3,1,1,0.44,0.44,0.72,0.10,12.00,292.00,304.00
7398,11/9/2011,4,0,11,20,0,3,1,1,0.44,0.44,0.77,0.00,18.00,201.00,219.00
7399,11/9/2011,4,0,11,21,0,3,1,1,0.40,0.41,0.87,0.00,9.00,152.00,161.00
7400,11/9/2011,4,0,11,22,0,3,1,1,0.40,0.41,0.87,0.00,9.00,105.00,114.00
7401,11/9/2011,4,0,11,23,0,3,1,1,0.38,0.39,0.87,0.00,5.00,61.00,66.00
7402,11/10/2011,4,0,11,0,0,4,1,1,0.40,0.41,0.87,0.00,0.00,24.00,24.00
7403,11/10/2011,4,0,11,1,0,4,1,2,0.40,0.41,0.87,0.00,1.00,10.00,11.00
7404,11/10/2011,4,0,11,2,0,4,1,2,0.38,0.39,0.94,0.00,0.00,5.00,5.00
7405,11/10/2011,4,0,11,3,0,4,1,1,0.38,0.39,0.94,0.09,0.00,11.00,11.00
7406,11/10/2011,4,0,11,4,0,4,1,1,0.38,0.39,0.94,0.09,1.00,2.00,3.00
7407,11/10/2011,4,0,11,5,0,4,1,2,0.36,0.35,1.00,0.13,1.00,22.00,23.00
7408,11/10/2011,4,0,11,6,0,4,1,2,0.36,0.35,1.00,0.13,4.00,110.00,114.00
7409,11/10/2011,4,0,11,7,0,4,1,2,0.38,0.39,0.94,0.16,6.00,266.00,272.00
7410,11/10/2011,4,0,11,8,0,4,1,2,0.40,0.41,0.94,0.09,18.00,418.00,436.00
7411,11/10/2011,4,0,11,9,0,4,1,2,0.42,0.42,0.94,0.10,23.00,188.00,211.00
7412,11/10/2011,4,0,11,10,0,4,1,2,0.44,0.44,0.88,0.22,17.00,100.00,117.00
7413,11/10/2011,4,0,11,11,0,4,1,2,0.46,0.45,0.67,0.39,9.00,99.00,108.00
7414,11/10/2011,4,0,11,12,0,4,1,2,0.42,0.42,0.67,0.36,18.00,149.00,167.00
7415,11/10/2011,4,0,11,13,0,4,1,3,0.36,0.33,0.81,0.36,9.00,87.00,96.00
7416,11/10/2011,4,0,11,14,0,4,1,3,0.36,0.33,0.87,0.28,6.00,58.00,64.00
7417,11/10/2011,4,0,11,15,0,4,1,3,0.36,0.33,0.81,0.30,5.00,57.00,62.00
7418,11/10/2011,4,0,11,16,0,4,1,3,0.36,0.35,0.81,0.22,6.00,67.00,73.00
7419,11/10/2011,4,0,11,17,0,4,1,3,0.36,0.35,0.81,0.22,9.00,168.00,177.00
7420,11/10/2011,4,0,11,18,0,4,1,2,0.36,0.35,0.81,0.16,10.00,263.00,273.00
7421,11/10/2011,4,0,11,19,0,4,1,2,0.36,0.35,0.71,0.22,19.00,192.00,211.00
7422,11/10/2011,4,0,11,20,0,4,1,2,0.36,0.33,0.62,0.28,8.00,160.00,168.00
7423,11/10/2011,4,0,11,21,0,4,1,1,0.36,0.33,0.57,0.25,6.00,130.00,136.00
7424,11/10/2011,4,0,11,22,0,4,1,1,0.36,0.33,0.53,0.28,5.00,84.00,89.00
7425,11/10/2011,4,0,11,23,0,4,1,2,0.34,0.33,0.57,0.16,9.00,73.00,82.00
7426,11/11/2011,4,0,11,0,1,5,0,1,0.34,0.32,0.53,0.25,10.00,56.00,66.00
7427,11/11/2011,4,0,11,1,1,5,0,1,0.32,0.30,0.57,0.33,3.00,16.00,19.00
7428,11/11/2011,4,0,11,2,1,5,0,1,0.32,0.29,0.57,0.28,1.00,10.00,11.00
7429,11/11/2011,4,0,11,3,1,5,0,1,0.30,0.29,0.61,0.19,0.00,6.00,6.00
7430,11/11/2011,4,0,11,4,1,5,0,1,0.30,0.29,0.61,0.19,0.00,8.00,8.00
7431,11/11/2011,4,0,11,5,1,5,0,1,0.30,0.29,0.49,0.25,0.00,13.00,13.00
7432,11/11/2011,4,0,11,6,1,5,0,1,0.28,0.26,0.45,0.33,0.00,46.00,46.00
7433,11/11/2011,4,0,11,7,1,5,0,1,0.28,0.27,0.45,0.25,5.00,116.00,121.00
7434,11/11/2011,4,0,11,8,1,5,0,1,0.30,0.27,0.42,0.36,9.00,249.00,258.00
7435,11/11/2011,4,0,11,9,1,5,0,1,0.32,0.29,0.45,0.45,15.00,186.00,201.00
7436,11/11/2011,4,0,11,10,1,5,0,1,0.32,0.27,0.42,0.55,38.00,162.00,200.00
7437,11/11/2011,4,0,11,11,1,5,0,1,0.34,0.29,0.42,0.49,20.00,150.00,170.00
7438,11/11/2011,4,0,11,12,1,5,0,1,0.34,0.29,0.42,0.46,41.00,198.00,239.00
7439,11/11/2011,4,0,11,13,1,5,0,1,0.38,0.39,0.37,0.55,57.00,179.00,236.00
7440,11/11/2011,4,0,11,14,1,5,0,1,0.38,0.39,0.37,0.46,64.00,183.00,247.00
7441,11/11/2011,4,0,11,15,1,5,0,1,0.36,0.33,0.37,0.42,29.00,187.00,216.00
7442,11/11/2011,4,0,11,16,1,5,0,1,0.36,0.33,0.34,0.33,49.00,189.00,238.00
7443,11/11/2011,4,0,11,17,1,5,0,1,0.34,0.30,0.39,0.33,24.00,286.00,310.00
7444,11/11/2011,4,0,11,18,1,5,0,1,0.34,0.32,0.39,0.25,23.00,185.00,208.00
7445,11/11/2011,4,0,11,19,1,5,0,1,0.32,0.32,0.39,0.16,17.00,182.00,199.00
7446,11/11/2011,4,0,11,20,1,5,0,1,0.32,0.32,0.39,0.19,12.00,97.00,109.00
7447,11/11/2011,4,0,11,21,1,5,0,1,0.30,0.30,0.45,0.16,4.00,79.00,83.00
7448,11/11/2011,4,0,11,22,1,5,0,1,0.32,0.32,0.39,0.19,13.00,78.00,91.00
7449,11/11/2011,4,0,11,23,1,5,0,1,0.30,0.32,0.45,0.09,6.00,67.00,73.00
7450,11/12/2011,4,0,11,0,0,6,0,1,0.24,0.24,0.60,0.13,12.00,52.00,64.00
7451,11/12/2011,4,0,11,1,0,6,0,1,0.24,0.24,0.60,0.13,9.00,45.00,54.00
7452,11/12/2011,4,0,11,2,0,6,0,1,0.24,0.26,0.65,0.09,7.00,39.00,46.00
7453,11/12/2011,4,0,11,3,0,6,0,1,0.24,0.24,0.70,0.13,4.00,13.00,17.00
7454,11/12/2011,4,0,11,4,0,6,0,1,0.20,0.21,0.80,0.13,0.00,7.00,7.00
7455,11/12/2011,4,0,11,5,0,6,0,1,0.22,0.26,0.75,0.09,1.00,3.00,4.00
7456,11/12/2011,4,0,11,6,0,6,0,1,0.22,0.23,0.75,0.16,0.00,7.00,7.00
7457,11/12/2011,4,0,11,7,0,6,0,1,0.22,0.23,0.75,0.19,3.00,24.00,27.00
7458,11/12/2011,4,0,11,8,0,6,0,1,0.26,0.26,0.70,0.19,14.00,87.00,101.00
7459,11/12/2011,4,0,11,9,0,6,0,1,0.30,0.30,0.61,0.16,18.00,142.00,160.00
7460,11/12/2011,4,0,11,10,0,6,0,1,0.34,0.32,0.61,0.28,62.00,170.00,232.00
7461,11/12/2011,4,0,11,11,0,6,0,1,0.38,0.39,0.54,0.28,102.00,213.00,315.00
7462,11/12/2011,4,0,11,12,0,6,0,1,0.44,0.44,0.44,0.28,142.00,224.00,366.00
7463,11/12/2011,4,0,11,13,0,6,0,1,0.48,0.47,0.36,0.28,128.00,225.00,353.00
7464,11/12/2011,4,0,11,14,0,6,0,1,0.50,0.48,0.36,0.30,191.00,244.00,435.00
7465,11/12/2011,4,0,11,15,0,6,0,1,0.52,0.50,0.29,0.28,165.00,221.00,386.00
7466,11/12/2011,4,0,11,16,0,6,0,1,0.52,0.50,0.32,0.25,137.00,224.00,361.00
7467,11/12/2011,4,0,11,17,0,6,0,1,0.50,0.48,0.34,0.25,92.00,193.00,285.00
7468,11/12/2011,4,0,11,18,0,6,0,1,0.42,0.42,0.58,0.19,53.00,150.00,203.00
7469,11/12/2011,4,0,11,19,0,6,0,1,0.42,0.42,0.50,0.25,32.00,139.00,171.00
7470,11/12/2011,4,0,11,20,0,6,0,1,0.42,0.42,0.50,0.28,31.00,101.00,132.00
7471,11/12/2011,4,0,11,21,0,6,0,1,0.42,0.42,0.47,0.28,19.00,103.00,122.00
7472,11/12/2011,4,0,11,22,0,6,0,1,0.42,0.42,0.47,0.25,30.00,88.00,118.00
7473,11/12/2011,4,0,11,23,0,6,0,1,0.40,0.41,0.58,0.16,23.00,78.00,101.00
7474,11/13/2011,4,0,11,0,0,0,0,2,0.40,0.41,0.58,0.19,12.00,61.00,73.00
7475,11/13/2011,4,0,11,1,0,0,0,2,0.36,0.35,0.66,0.19,13.00,58.00,71.00
7476,11/13/2011,4,0,11,2,0,0,0,1,0.36,0.36,0.57,0.10,9.00,48.00,57.00
7477,11/13/2011,4,0,11,3,0,0,0,2,0.36,0.35,0.62,0.13,8.00,20.00,28.00
7478,11/13/2011,4,0,11,4,0,0,0,2,0.36,0.35,0.62,0.13,1.00,5.00,6.00
7479,11/13/2011,4,0,11,5,0,0,0,1,0.34,0.33,0.61,0.16,2.00,3.00,5.00
7480,11/13/2011,4,0,11,6,0,0,0,1,0.34,0.33,0.66,0.13,5.00,18.00,23.00
7481,11/13/2011,4,0,11,7,0,0,0,1,0.34,0.32,0.66,0.22,13.00,30.00,43.00
7482,11/13/2011,4,0,11,8,0,0,0,1,0.34,0.35,0.66,0.09,24.00,55.00,79.00
7483,11/13/2011,4,0,11,9,0,0,0,1,0.40,0.41,0.54,0.28,38.00,97.00,135.00
7484,11/13/2011,4,0,11,10,0,0,0,1,0.44,0.44,0.44,0.33,63.00,178.00,241.00
7485,11/13/2011,4,0,11,11,0,0,0,1,0.46,0.45,0.40,0.42,108.00,187.00,295.00
7486,11/13/2011,4,0,11,12,0,0,0,2,0.52,0.50,0.29,0.42,112.00,242.00,354.00
7487,11/13/2011,4,0,11,13,0,0,0,2,0.52,0.50,0.29,0.42,105.00,234.00,339.00
7488,11/13/2011,4,0,11,14,0,0,0,2,0.54,0.52,0.28,0.49,108.00,263.00,371.00
7489,11/13/2011,4,0,11,15,0,0,0,2,0.50,0.48,0.42,0.33,89.00,221.00,310.00
7490,11/13/2011,4,0,11,16,0,0,0,2,0.54,0.52,0.28,0.39,93.00,226.00,319.00
7491,11/13/2011,4,0,11,17,0,0,0,1,0.52,0.50,0.27,0.33,44.00,187.00,231.00
7492,11/13/2011,4,0,11,18,0,0,0,1,0.52,0.50,0.27,0.33,35.00,155.00,190.00
7493,11/13/2011,4,0,11,19,0,0,0,1,0.50,0.48,0.29,0.36,36.00,121.00,157.00
7494,11/13/2011,4,0,11,20,0,0,0,1,0.50,0.48,0.31,0.36,24.00,115.00,139.00
7495,11/13/2011,4,0,11,21,0,0,0,1,0.48,0.47,0.36,0.25,19.00,76.00,95.00
7496,11/13/2011,4,0,11,22,0,0,0,1,0.48,0.47,0.41,0.39,25.00,64.00,89.00
7497,11/13/2011,4,0,11,23,0,0,0,1,0.46,0.45,0.51,0.30,18.00,49.00,67.00
7498,11/14/2011,4,0,11,0,0,1,1,1,0.46,0.45,0.59,0.28,8.00,22.00,30.00
7499,11/14/2011,4,0,11,1,0,1,1,1,0.46,0.45,0.63,0.30,5.00,6.00,11.00
7500,11/14/2011,4,0,11,2,0,1,1,1,0.46,0.45,0.63,0.36,7.00,10.00,17.00
7501,11/14/2011,4,0,11,3,0,1,1,1,0.44,0.44,0.67,0.28,4.00,3.00,7.00
7502,11/14/2011,4,0,11,4,0,1,1,1,0.44,0.44,0.67,0.22,0.00,5.00,5.00
7503,11/14/2011,4,0,11,5,0,1,1,2,0.44,0.44,0.67,0.25,0.00,19.00,19.00
7504,11/14/2011,4,0,11,6,0,1,1,2,0.44,0.44,0.72,0.22,10.00,104.00,114.00
7505,11/14/2011,4,0,11,7,0,1,1,1,0.44,0.44,0.72,0.25,11.00,311.00,322.00
7506,11/14/2011,4,0,11,8,0,1,1,2,0.46,0.45,0.67,0.19,27.00,425.00,452.00
7507,11/14/2011,4,0,11,9,0,1,1,2,0.48,0.47,0.67,0.33,29.00,204.00,233.00
7508,11/14/2011,4,0,11,10,0,1,1,2,0.50,0.48,0.63,0.28,26.00,85.00,111.00
7509,11/14/2011,4,0,11,11,0,1,1,2,0.54,0.52,0.60,0.28,22.00,106.00,128.00
7510,11/14/2011,4,0,11,12,0,1,1,1,0.56,0.53,0.56,0.30,36.00,166.00,202.00
7511,11/14/2011,4,0,11,13,0,1,1,1,0.60,0.62,0.49,0.39,50.00,153.00,203.00
7512,11/14/2011,4,0,11,14,0,1,1,1,0.62,0.62,0.46,0.45,47.00,138.00,185.00
7513,11/14/2011,4,0,11,15,0,1,1,1,0.64,0.62,0.44,0.33,53.00,142.00,195.00
7514,11/14/2011,4,0,11,16,0,1,1,1,0.62,0.62,0.46,0.42,51.00,264.00,315.00
7515,11/14/2011,4,0,11,17,0,1,1,1,0.62,0.62,0.46,0.25,55.00,464.00,519.00
7516,11/14/2011,4,0,11,18,0,1,1,1,0.56,0.53,0.56,0.28,29.00,460.00,489.00
7517,11/14/2011,4,0,11,19,0,1,1,1,0.60,0.62,0.53,0.30,28.00,274.00,302.00
7518,11/14/2011,4,0,11,20,0,1,1,1,0.60,0.62,0.53,0.36,30.00,210.00,240.00
7519,11/14/2011,4,0,11,21,0,1,1,1,0.60,0.62,0.53,0.36,37.00,176.00,213.00
7520,11/14/2011,4,0,11,22,0,1,1,1,0.58,0.55,0.56,0.36,17.00,96.00,113.00
7521,11/14/2011,4,0,11,23,0,1,1,1,0.56,0.53,0.64,0.30,13.00,48.00,61.00
7522,11/15/2011,4,0,11,0,0,2,1,1,0.56,0.53,0.64,0.36,7.00,15.00,22.00
7523,11/15/2011,4,0,11,1,0,2,1,1,0.56,0.53,0.60,0.30,5.00,5.00,10.00
7524,11/15/2011,4,0,11,2,0,2,1,1,0.56,0.53,0.64,0.25,7.00,8.00,15.00
7525,11/15/2011,4,0,11,3,0,2,1,2,0.54,0.52,0.68,0.33,0.00,4.00,4.00
7526,11/15/2011,4,0,11,4,0,2,1,1,0.56,0.53,0.64,0.30,1.00,6.00,7.00
7527,11/15/2011,4,0,11,5,0,2,1,1,0.54,0.52,0.68,0.28,2.00,26.00,28.00
7528,11/15/2011,4,0,11,6,0,2,1,2,0.56,0.53,0.64,0.09,4.00,104.00,108.00
7529,11/15/2011,4,0,11,7,0,2,1,2,0.54,0.52,0.68,0.16,21.00,298.00,319.00
7530,11/15/2011,4,0,11,8,0,2,1,2,0.54,0.52,0.68,0.10,27.00,453.00,480.00
7531,11/15/2011,4,0,11,9,0,2,1,2,0.56,0.53,0.64,0.09,26.00,174.00,200.00
7532,11/15/2011,4,0,11,10,0,2,1,2,0.56,0.53,0.64,0.28,23.00,115.00,138.00
7533,11/15/2011,4,0,11,11,0,2,1,2,0.56,0.53,0.64,0.19,18.00,116.00,134.00
7534,11/15/2011,4,0,11,12,0,2,1,2,0.54,0.52,0.68,0.00,28.00,148.00,176.00
7535,11/15/2011,4,0,11,13,0,2,1,3,0.54,0.52,0.60,0.22,21.00,132.00,153.00
7536,11/15/2011,4,0,11,14,0,2,1,2,0.54,0.52,0.60,0.28,27.00,120.00,147.00
7537,11/15/2011,4,0,11,15,0,2,1,2,0.54,0.52,0.60,0.13,36.00,155.00,191.00
7538,11/15/2011,4,0,11,16,0,2,1,2,0.52,0.50,0.68,0.13,31.00,240.00,271.00
7539,11/15/2011,4,0,11,17,0,2,1,2,0.50,0.48,0.72,0.19,29.00,422.00,451.00
7540,11/15/2011,4,0,11,18,0,2,1,2,0.50,0.48,0.72,0.28,27.00,414.00,441.00
7541,11/15/2011,4,0,11,19,0,2,1,2,0.50,0.48,0.72,0.36,27.00,259.00,286.00
7542,11/15/2011,4,0,11,20,0,2,1,2,0.48,0.47,0.82,0.13,26.00,212.00,238.00
7543,11/15/2011,4,0,11,21,0,2,1,2,0.50,0.48,0.77,0.09,23.00,145.00,168.00
7544,11/15/2011,4,0,11,22,0,2,1,2,0.46,0.45,0.88,0.10,19.00,109.00,128.00
7545,11/15/2011,4,0,11,23,0,2,1,2,0.46,0.45,0.94,0.10,14.00,66.00,80.00
7546,11/16/2011,4,0,11,0,0,3,1,2,0.46,0.45,0.94,0.00,5.00,26.00,31.00
7547,11/16/2011,4,0,11,1,0,3,1,3,0.46,0.45,0.94,0.09,0.00,5.00,5.00
7548,11/16/2011,4,0,11,2,0,3,1,2,0.46,0.45,0.94,0.10,4.00,6.00,10.00
7549,11/16/2011,4,0,11,3,0,3,1,2,0.46,0.45,0.94,0.10,2.00,3.00,5.00
7550,11/16/2011,4,0,11,4,0,3,1,2,0.44,0.44,1.00,0.22,1.00,3.00,4.00
7551,11/16/2011,4,0,11,5,0,3,1,3,0.46,0.45,0.94,0.10,0.00,13.00,13.00
7552,11/16/2011,4,0,11,6,0,3,1,2,0.46,0.45,0.94,0.09,4.00,52.00,56.00
7553,11/16/2011,4,0,11,7,0,3,1,3,0.46,0.45,0.94,0.00,7.00,130.00,137.00
7554,11/16/2011,4,0,11,8,0,3,1,3,0.46,0.45,0.94,0.00,9.00,223.00,232.00
7555,11/16/2011,4,0,11,9,0,3,1,3,0.46,0.45,0.94,0.00,5.00,77.00,82.00
7556,11/16/2011,4,0,11,10,0,3,1,3,0.46,0.45,0.94,0.00,4.00,32.00,36.00
7557,11/16/2011,4,0,11,11,0,3,1,3,0.46,0.45,0.94,0.09,7.00,53.00,60.00
7558,11/16/2011,4,0,11,12,0,3,1,3,0.46,0.45,1.00,0.00,5.00,49.00,54.00
7559,11/16/2011,4,0,11,13,0,3,1,3,0.46,0.45,0.94,0.13,6.00,52.00,58.00
7560,11/16/2011,4,0,11,14,0,3,1,2,0.46,0.45,1.00,0.13,12.00,49.00,61.00
7561,11/16/2011,4,0,11,15,0,3,1,3,0.48,0.47,0.94,0.10,16.00,50.00,66.00
7562,11/16/2011,4,0,11,16,0,3,1,3,0.48,0.47,0.94,0.10,13.00,110.00,123.00
7563,11/16/2011,4,0,11,17,0,3,1,2,0.48,0.47,0.88,0.19,17.00,216.00,233.00
7564,11/16/2011,4,0,11,18,0,3,1,3,0.46,0.45,0.88,0.39,13.00,176.00,189.00
7565,11/16/2011,4,0,11,19,0,3,1,3,0.46,0.45,0.88,0.39,3.00,108.00,111.00
7566,11/16/2011,4,0,11,20,0,3,1,3,0.44,0.44,0.88,0.39,5.00,94.00,99.00
7567,11/16/2011,4,0,11,21,0,3,1,3,0.44,0.44,0.88,0.28,3.00,72.00,75.00
7568,11/16/2011,4,0,11,22,0,3,1,3,0.42,0.42,0.88,0.22,1.00,45.00,46.00
7569,11/16/2011,4,0,11,23,0,3,1,3,0.42,0.42,0.88,0.13,3.00,28.00,31.00
7570,11/17/2011,4,0,11,0,0,4,1,2,0.42,0.42,0.88,0.25,2.00,22.00,24.00
7571,11/17/2011,4,0,11,1,0,4,1,2,0.42,0.42,0.82,0.16,0.00,5.00,5.00
7572,11/17/2011,4,0,11,2,0,4,1,2,0.42,0.42,0.82,0.22,0.00,5.00,5.00
7573,11/17/2011,4,0,11,3,0,4,1,2,0.42,0.42,0.77,0.33,0.00,3.00,3.00
7574,11/17/2011,4,0,11,4,0,4,1,2,0.40,0.41,0.62,0.42,1.00,3.00,4.00
7575,11/17/2011,4,0,11,5,0,4,1,3,0.34,0.30,0.71,0.33,1.00,21.00,22.00
7576,11/17/2011,4,0,11,6,0,4,1,3,0.36,0.35,0.57,0.22,3.00,72.00,75.00
7577,11/17/2011,4,0,11,7,0,4,1,3,0.34,0.32,0.61,0.28,4.00,164.00,168.00
7578,11/17/2011,4,0,11,8,0,4,1,3,0.34,0.30,0.61,0.30,12.00,343.00,355.00
7579,11/17/2011,4,0,11,9,0,4,1,2,0.34,0.30,0.61,0.33,14.00,184.00,198.00
7580,11/17/2011,4,0,11,10,0,4,1,2,0.34,0.30,0.61,0.33,7.00,74.00,81.00
7581,11/17/2011,4,0,11,11,0,4,1,3,0.32,0.30,0.66,0.33,4.00,93.00,97.00
7582,11/17/2011,4,0,11,12,0,4,1,2,0.34,0.30,0.53,0.30,6.00,115.00,121.00
7583,11/17/2011,4,0,11,13,0,4,1,2,0.34,0.30,0.49,0.45,15.00,109.00,124.00
7584,11/17/2011,4,0,11,14,0,4,1,2,0.34,0.30,0.49,0.39,5.00,105.00,110.00
7585,11/17/2011,4,0,11,15,0,4,1,2,0.34,0.30,0.49,0.45,10.00,106.00,116.00
7586,11/17/2011,4,0,11,16,0,4,1,1,0.32,0.29,0.39,0.42,8.00,187.00,195.00
7587,11/17/2011,4,0,11,17,0,4,1,1,0.32,0.29,0.42,0.39,20.00,379.00,399.00
7588,11/17/2011,4,0,11,18,0,4,1,1,0.32,0.32,0.39,0.19,9.00,298.00,307.00
7589,11/17/2011,4,0,11,19,0,4,1,1,0.30,0.29,0.45,0.22,7.00,210.00,217.00
7590,11/17/2011,4,0,11,20,0,4,1,1,0.30,0.29,0.42,0.28,7.00,162.00,169.00
7591,11/17/2011,4,0,11,21,0,4,1,1,0.30,0.29,0.42,0.25,3.00,113.00,116.00
7592,11/17/2011,4,0,11,22,0,4,1,1,0.26,0.24,0.52,0.25,1.00,83.00,84.00
7593,11/17/2011,4,0,11,23,0,4,1,1,0.26,0.26,0.52,0.22,0.00,58.00,58.00
7594,11/18/2011,4,0,11,0,0,5,1,1,0.26,0.26,0.48,0.16,2.00,28.00,30.00
7595,11/18/2011,4,0,11,1,0,5,1,1,0.26,0.23,0.44,0.33,0.00,10.00,10.00
7596,11/18/2011,4,0,11,2,0,5,1,1,0.24,0.23,0.44,0.22,2.00,8.00,10.00
7597,11/18/2011,4,0,11,3,0,5,1,1,0.24,0.21,0.41,0.28,0.00,2.00,2.00
7598,11/18/2011,4,0,11,4,0,5,1,1,0.22,0.23,0.44,0.16,0.00,5.00,5.00
7599,11/18/2011,4,0,11,5,0,5,1,1,0.22,0.23,0.44,0.13,0.00,22.00,22.00
7600,11/18/2011,4,0,11,6,0,5,1,1,0.22,0.26,0.44,0.09,1.00,70.00,71.00
7601,11/18/2011,4,0,11,7,0,5,1,1,0.22,0.23,0.44,0.16,5.00,211.00,216.00
7602,11/18/2011,4,0,11,8,0,5,1,1,0.22,0.23,0.44,0.19,6.00,369.00,375.00
7603,11/18/2011,4,0,11,9,0,5,1,1,0.26,0.26,0.41,0.19,6.00,207.00,213.00
7604,11/18/2011,4,0,11,10,0,5,1,1,0.26,0.24,0.41,0.28,10.00,105.00,115.00
7605,11/18/2011,4,0,11,11,0,5,1,1,0.30,0.30,0.36,0.13,18.00,122.00,140.00
7606,11/18/2011,4,0,11,12,0,5,1,1,0.32,0.33,0.33,0.00,22.00,143.00,165.00
7607,11/18/2011,4,0,11,13,0,5,1,1,0.34,0.32,0.31,0.22,31.00,146.00,177.00
7608,11/18/2011,4,0,11,14,0,5,1,1,0.34,0.33,0.31,0.13,31.00,123.00,154.00
7609,11/18/2011,4,0,11,15,0,5,1,1,0.34,0.33,0.29,0.13,27.00,151.00,178.00
